Vc_V,Vc_mV,Vsense_ideal_mV,Vsense_floored_mV,Error_mV,Region_code,Region_desc,LT1970_floor_OK,LT1970_linear_OK
3.630000,3630.00,363.0000,363.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.640000,3640.00,364.0000,364.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.650000,3650.00,365.0000,365.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.660000,3660.00,366.0000,366.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.670000,3670.00,367.0000,367.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.680000,3680.00,368.0000,368.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.690000,3690.00,369.0000,369.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.700000,3700.00,370.0000,370.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.710000,3710.00,371.0000,371.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.720000,3720.00,372.0000,372.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.730000,3730.00,373.0000,373.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.740000,3740.00,374.0000,374.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.750000,3750.00,375.0000,375.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.760000,3760.00,376.0000,376.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.770000,3770.00,377.0000,377.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.780000,3780.00,378.0000,378.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.790000,3790.00,379.0000,379.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.800000,3800.00,380.0000,380.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.810000,3810.00,381.0000,381.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.820000,3820.00,382.0000,382.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.830000,3830.00,383.0000,383.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.840000,3840.00,384.0000,384.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.850000,3850.00,385.0000,385.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.860000,3860.00,386.0000,386.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.870000,3870.00,387.0000,387.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.880000,3880.00,388.0000,388.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.890000,3890.00,389.0000,389.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.900000,3900.00,390.0000,390.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.910000,3910.00,391.0000,391.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.920000,3920.00,392.0000,392.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.930000,3930.00,393.0000,393.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.940000,3940.00,394.0000,394.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.950000,3950.00,395.0000,395.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.960000,3960.00,396.0000,396.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.970000,3970.00,397.0000,397.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.980000,3980.00,398.0000,398.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
3.990000,3990.00,399.0000,399.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.000000,4000.00,400.0000,400.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.010000,4010.00,401.0000,401.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.020000,4020.00,402.0000,402.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.030000,4030.00,403.0000,403.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.040000,4040.00,404.0000,404.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.050000,4050.00,405.0000,405.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.060000,4060.00,406.0000,406.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.070000,4070.00,407.0000,407.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.080000,4080.00,408.0000,408.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.090000,4090.00,409.0000,409.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.100000,4100.00,410.0000,410.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.110000,4110.00,411.0000,411.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.120000,4120.00,412.0000,412.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.130000,4130.00,413.0000,413.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.140000,4140.00,414.0000,414.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.150000,4150.00,415.0000,415.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.160000,4160.00,416.0000,416.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.170000,4170.00,417.0000,417.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.180000,4180.00,418.0000,418.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.190000,4190.00,419.0000,419.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.200000,4200.00,420.0000,420.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.210000,4210.00,421.0000,421.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.220000,4220.00,422.0000,422.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.230000,4230.00,423.0000,423.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.240000,4240.00,424.0000,424.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.250000,4250.00,425.0000,425.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.260000,4260.00,426.0000,426.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.270000,4270.00,427.0000,427.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.280000,4280.00,428.0000,428.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.290000,4290.00,429.0000,429.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.300000,4300.00,430.0000,430.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.310000,4310.00,431.0000,431.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.320000,4320.00,432.0000,432.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.330000,4330.00,433.0000,433.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.340000,4340.00,434.0000,434.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.350000,4350.00,435.0000,435.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.360000,4360.00,436.0000,436.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.370000,4370.00,437.0000,437.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.380000,4380.00,438.0000,438.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.390000,4390.00,439.0000,439.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.400000,4400.00,440.0000,440.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.410000,4410.00,441.0000,441.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.420000,4420.00,442.0000,442.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.430000,4430.00,443.0000,443.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.440000,4440.00,444.0000,444.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.450000,4450.00,445.0000,445.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.460000,4460.00,446.0000,446.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.470000,4470.00,447.0000,447.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.480000,4480.00,448.0000,448.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.490000,4490.00,449.0000,449.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.500000,4500.00,450.0000,450.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.510000,4510.00,451.0000,451.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.520000,4520.00,452.0000,452.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.530000,4530.00,453.0000,453.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.540000,4540.00,454.0000,454.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.550000,4550.00,455.0000,455.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.560000,4560.00,456.0000,456.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.570000,4570.00,457.0000,457.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.580000,4580.00,458.0000,458.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.590000,4590.00,459.0000,459.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.600000,4600.00,460.0000,460.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.610000,4610.00,461.0000,461.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.620000,4620.00,462.0000,462.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.630000,4630.00,463.0000,463.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.640000,4640.00,464.0000,464.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.650000,4650.00,465.0000,465.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.660000,4660.00,466.0000,466.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.670000,4670.00,467.0000,467.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.680000,4680.00,468.0000,468.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.690000,4690.00,469.0000,469.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.700000,4700.00,470.0000,470.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.710000,4710.00,471.0000,471.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.720000,4720.00,472.0000,472.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.730000,4730.00,473.0000,473.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.740000,4740.00,474.0000,474.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.750000,4750.00,475.0000,475.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.760000,4760.00,476.0000,476.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.770000,4770.00,477.0000,477.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.780000,4780.00,478.0000,478.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.790000,4790.00,479.0000,479.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.800000,4800.00,480.0000,480.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.810000,4810.00,481.0000,481.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.820000,4820.00,482.0000,482.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.830000,4830.00,483.0000,483.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.840000,4840.00,484.0000,484.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.850000,4850.00,485.0000,485.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.860000,4860.00,486.0000,486.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.870000,4870.00,487.0000,487.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.880000,4880.00,488.0000,488.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.890000,4890.00,489.0000,489.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.900000,4900.00,490.0000,490.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.910000,4910.00,491.0000,491.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.920000,4920.00,492.0000,492.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.930000,4930.00,493.0000,493.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.940000,4940.00,494.0000,494.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.950000,4950.00,495.0000,495.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.960000,4960.00,496.0000,496.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.970000,4970.00,497.0000,497.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.980000,4980.00,498.0000,498.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
4.990000,4990.00,499.0000,499.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
5.000000,5000.00,500.0000,500.0000,0.0000,2,VALID linear (Vc>=60mV),YES,YES
